tournament_name,surface,draw_size,tournament_level,tournament_date,season,round,best_of,winner_id,winner_name,loser_id,loser_name,winner_age,winner_ht,winner_hand,winner_ioc,winner_seed,winner_entry,winner_rank,winner_rank_points,loser_age,loser_ht,loser_hand,loser_ioc,loser_seed,loser_entry,loser_rank,loser_rank_points,tournament_year,rank_diff,log_winner_rank_points,log_loser_rank_points,log_rank_points_diff,age_diff,round_order
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,104678,Viktor Troicki,106415,Yoshihito Nishioka,30.8,193.0,R,SRB,,,29.0,1385.0,21.2,170.0,L,JPN,,Q,100.0,604.0,2017,71.0,7.234177179749849,6.405228458030842,0.8289487217190068,9.600000000000001,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,106378,Kyle Edmund,124014,Ernesto Escobedo,21.9,188.0,R,GBR,,,45.0,1001.0,20.4,185.0,R,MEX,,Q,141.0,443.0,2017,96.0,6.90975328164481,6.095824562432225,0.8139287192125852,1.5,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,106298,Lucas Pouille,104468,Gilles Simon,22.8,185.0,R,FRA,6.0,,15.0,2156.0,32.0,183.0,R,FRA,,,25.0,1585.0,2017,10.0,7.676473646389156,7.368970402194793,0.30750324419436303,-9.2,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,111577,Jared Donaldson,104180,Gilles Muller,20.2,188.0,R,USA,,Q,105.0,570.0,33.6,193.0,L,LUX,,,34.0,1255.0,2017,-71.0,6.3473892096560105,7.135687347028144,-0.7882981373721334,-13.400000000000002,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,111442,Jordan Thompson,111200,Elias Ymer,22.7,183.0,R,AUS,,WC,79.0,689.0,20.7,185.0,R,SWE,,WC,160.0,372.0,2017,81.0,6.536691597591305,5.921578419643816,0.6151131779474888,2.0,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,103970,David Ferrer,106071,Bernard Tomic,34.7,175.0,R,ESP,8.0,,21.0,1785.0,24.1,196.0,R,AUS,,,26.0,1465.0,2017,5.0,7.487733761436444,7.290292882446597,0.1974408789898474,10.600000000000001,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,105777,Grigor Dimitrov,105449,Steve Johnson,25.6,191.0,R,BUL,7.0,,17.0,2035.0,27.0,188.0,R,USA,,,33.0,1320.0,2017,16.0,7.618742377670413,7.186144304522325,0.43259807314808807,-1.3999999999999986,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,103917,Nicolas Mahut,103565,Stephane Robert,34.9,191.0,R,FRA,,,39.0,1102.0,36.6,185.0,R,FRA,,,54.0,854.0,2017,15.0,7.005789019253503,6.75110146893676,0.25468755031674295,-1.7000000000000028,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,105032,Sam Groth,105732,Pierre Hugues Herbert,29.2,193.0,R,AUS,,WC,180.0,320.0,25.7,188.0,R,FRA,,,78.0,698.0,2017,-102.0,5.771441123130016,6.54965074223381,-0.7782096191037944,3.5,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,104745,Rafael Nadal,105238,Alexandr Dolgopolov,30.5,185.0,L,ESP,5.0,,9.0,3300.0,28.1,180.0,R,UKR,,,62.0,760.0,2017,53.0,8.101980731853192,6.634633357861686,1.4673473739915064,2.3999999999999986,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,104999,Mischa Zverev,200282,Alex De Minaur,29.3,190.0,L,GER,,,51.0,874.0,17.8,183.0,R,AUS,,Q,351.0,132.0,2017,300.0,6.774223886357614,4.890349128221754,1.8838747581358604,11.5,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R32,3,106043,Diego Schwartzman,105023,Sam Querrey,24.3,170.0,R,ARG,,,52.0,864.0,29.2,198.0,R,USA,,,31.0,1355.0,2017,-21.0,6.762729506931879,7.212294468500341,-0.4495649615684618,-4.899999999999999,3.0
Brisbane,Hard,32,A,2017-01-02,2017,R16,3,104527,Stan Wawrinka,104678,Viktor Troicki,31.7,183.0,R,SUI,2.0,,4.0,5315.0,30.8,193.0,R,SRB,,,29.0,1385.0,2017,25.0,8.578476419833136,7.234177179749849,1.344299240083287,0.8999999999999986,4.0
Brisbane,Hard,32,A,2017-01-02,2017,R16,3,106378,Kyle Edmund,106298,Lucas Pouille,21.9,188.0,R,GBR,,,45.0,1001.0,22.8,185.0,R,FRA,6.0,,15.0,2156.0,2017,-30.0,6.90975328164481,7.676473646389156,-0.7667203647443461,-0.9000000000000021,4.0
Brisbane,Hard,32,A,2017-01-02,2017,R16,3,105453,Kei Nishikori,111577,Jared Donaldson,27.0,178.0,R,JPN,3.0,,5.0,4905.0,20.2,188.0,R,USA,,Q,105.0,570.0,2017,100.0,8.498214224818435,6.3473892096560105,2.1508250151624244,6.800000000000001,4.0
Brisbane,Hard,32,A,2017-01-02,2017,R16,3,111442,Jordan Thompson,103970,David Ferrer,22.7,183.0,R,AUS,,WC,79.0,689.0,34.7,175.0,R,ESP,8.0,,21.0,1785.0,2017,-58.0,6.536691597591305,7.487733761436444,-0.9510421638451394,-12.000000000000004,4.0
Brisbane,Hard,32,A,2017-01-02,2017,R16,3,105777,Grigor Dimitrov,103917,Nicolas Mahut,25.6,191.0,R,BUL,7.0,,17.0,2035.0,34.9,191.0,R,FRA,,,39.0,1102.0,2017,22.0,7.618742377670413,7.005789019253503,0.6129533584169105,-9.299999999999997,4.0
Brisbane,Hard,32,A,2017-01-02,2017,R16,3,106233,Dominic Thiem,105032,Sam Groth,23.3,185.0,R,AUT,4.0,,8.0,3415.0,29.2,193.0,R,AUS,,WC,180.0,320.0,2017,172.0,8.13622555490846,5.771441123130016,2.3647844317784443,-5.899999999999999,4.0
Brisbane,Hard,32,A,2017-01-02,2017,R16,3,104745,Rafael Nadal,104999,Mischa Zverev,30.5,185.0,L,ESP,5.0,,9.0,3300.0,29.3,190.0,L,GER,,,51.0,874.0,2017,42.0,8.101980731853192,6.774223886357614,1.3277568454955784,1.1999999999999993,4.0
Brisbane,Hard,32,A,2017-01-02,2017,R16,3,105683,Milos Raonic,106043,Diego Schwartzman,26.0,196.0,R,CAN,1.0,,3.0,5450.0,24.3,170.0,R,ARG,,,52.0,864.0,2017,49.0,8.603554357064281,6.762729506931879,1.8408248501324023,1.6999999999999993,4.0
Brisbane,Hard,32,A,2017-01-02,2017,QF,3,104527,Stan Wawrinka,106378,Kyle Edmund,31.7,183.0,R,SUI,2.0,,4.0,5315.0,21.9,188.0,R,GBR,,,45.0,1001.0,2017,41.0,8.578476419833136,6.90975328164481,1.6687231381883256,9.8,5.0
Brisbane,Hard,32,A,2017-01-02,2017,QF,3,105453,Kei Nishikori,111442,Jordan Thompson,27.0,178.0,R,JPN,3.0,,5.0,4905.0,22.7,183.0,R,AUS,,WC,79.0,689.0,2017,74.0,8.498214224818435,6.536691597591305,1.9615226272271302,4.300000000000001,5.0
Brisbane,Hard,32,A,2017-01-02,2017,QF,3,105777,Grigor Dimitrov,106233,Dominic Thiem,25.6,191.0,R,BUL,7.0,,17.0,2035.0,23.3,185.0,R,AUT,4.0,,8.0,3415.0,2017,-9.0,7.618742377670413,8.13622555490846,-0.5174831772380468,2.3000000000000007,5.0
Brisbane,Hard,32,A,2017-01-02,2017,QF,3,105683,Milos Raonic,104745,Rafael Nadal,26.0,196.0,R,CAN,1.0,,3.0,5450.0,30.5,185.0,L,ESP,5.0,,9.0,3300.0,2017,6.0,8.603554357064281,8.101980731853192,0.5015736252110887,-4.5,5.0
Brisbane,Hard,32,A,2017-01-02,2017,SF,3,105453,Kei Nishikori,104527,Stan Wawrinka,27.0,178.0,R,JPN,3.0,,5.0,4905.0,31.7,183.0,R,SUI,2.0,,4.0,5315.0,2017,-1.0,8.498214224818435,8.578476419833136,-0.08026219501470067,-4.699999999999999,6.0
Brisbane,Hard,32,A,2017-01-02,2017,SF,3,105777,Grigor Dimitrov,105683,Milos Raonic,25.6,191.0,R,BUL,7.0,,17.0,2035.0,26.0,196.0,R,CAN,1.0,,3.0,5450.0,2017,-14.0,7.618742377670413,8.603554357064281,-0.9848119793938679,-0.3999999999999986,6.0
Brisbane,Hard,32,A,2017-01-02,2017,F,3,105777,Grigor Dimitrov,105453,Kei Nishikori,25.6,191.0,R,BUL,7.0,,17.0,2035.0,27.0,178.0,R,JPN,3.0,,5.0,4905.0,2017,-12.0,7.618742377670413,8.498214224818435,-0.8794718471480216,-1.3999999999999986,7.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,104297,Rogerio Dutra Silva,105583,Dusan Lajovic,32.9,178.0,R,BRA,,,98.0,613.0,26.5,183.0,R,SRB,,,93.0,627.0,2017,-5.0,6.419994928147142,6.4425401664681985,-0.02254523832105626,6.399999999999999,3.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,105952,Renzo Olivo,134770,Casper Ruud,24.8,178.0,R,ARG,,,83.0,670.0,18.0,183.0,R,NOR,,WC,225.0,231.0,2017,142.0,6.508769136971682,5.44673737166631,1.0620317653053721,6.800000000000001,3.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,104022,Mikhail Youzhny,105031,Saketh Myneni,34.5,183.0,R,RUS,7.0,,57.0,826.0,29.2,193.0,R,IND,,WC,192.0,287.0,2017,135.0,6.717804695023691,5.662960480135946,1.054844214887745,5.300000000000001,3.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,105379,Aljaz Bedene,104198,Guillermo Garcia Lopez,27.4,181.0,R,SLO,,,101.0,592.0,33.5,188.0,R,ESP,,,70.0,725.0,2017,-31.0,6.385194398997726,6.587550014824796,-0.20235561582707007,-6.100000000000001,3.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,106026,Yuki Bhambri,106368,Ramkumar Ramanathan,24.4,185.0,R,IND,,Q,474.0,83.0,22.1,188.0,R,IND,,WC,227.0,231.0,2017,-247.0,4.430816798843313,5.44673737166631,-1.0159205728229965,2.299999999999997,3.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,105332,Benoit Paire,104505,Konstantin Kravchuk,27.6,196.0,R,FRA,5.0,,47.0,960.0,31.8,190.0,R,RUS,,,85.0,660.0,2017,38.0,6.8679744089702925,6.493753839851686,0.3742205691186067,-4.199999999999999,3.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,111202,Hyeon Chung,106432,Borna Coric,20.6,188.0,R,KOR,,Q,104.0,571.0,20.1,188.0,R,CRO,6.0,,48.0,945.0,2017,-56.0,6.349138991379798,6.852242569051878,-0.5031035776720802,0.5,3.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,104534,Dudi Sela,106000,Damir Dzumhur,31.7,175.0,R,ISR,,,96.0,616.0,24.6,175.0,R,BIH,,,77.0,699.0,2017,-19.0,6.424869023905388,6.551080335043404,-0.1262113111380163,7.099999999999998,3.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,104327,Steve Darcis,105254,Nikola Mektic,32.8,178.0,R,BEL,,,86.0,658.0,28.0,183.0,R,CRO,,Q,331.0,144.0,2017,245.0,6.490723534502507,4.976733742420574,1.513989792081933,4.799999999999997,3.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,104229,Yen Hsun Lu,105430,Radu Albot,33.3,180.0,R,TPE,8.0,,64.0,754.0,27.1,175.0,R,MDA,,,97.0,614.0,2017,33.0,6.626717749249025,6.421622267806518,0.20509548144250722,6.199999999999996,3.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,106421,Daniil Medvedev,106329,Thiago Monteiro,20.8,198.0,R,RUS,,,99.0,611.0,22.5,183.0,L,BRA,,,82.0,674.0,2017,-17.0,6.416732282512326,6.51471269087253,-0.09798040836020405,-1.6999999999999993,3.0
Chennai,Hard,32,A,2017-01-02,2017,R32,3,106075,Jozef Kovalik,105671,Gastao Elias,24.1,183.0,R,SVK,,Q,117.0,501.0,26.1,180.0,R,POR,,,81.0,675.0,2017,-36.0,6.218600119691729,6.516193076042964,-0.2975929563512354,-2.0,3.0
Chennai,Hard,32,A,2017-01-02,2017,R16,3,105138,Roberto Bautista Agut,104297,Rogerio Dutra Silva,28.7,183.0,R,ESP,2.0,,14.0,2350.0,32.9,178.0,R,BRA,,,98.0,613.0,2017,84.0,7.762596048540069,6.419994928147142,1.342601120392927,-4.199999999999999,4.0
Chennai,Hard,32,A,2017-01-02,2017,R16,3,104022,Mikhail Youzhny,105952,Renzo Olivo,34.5,183.0,R,RUS,7.0,,57.0,826.0,24.8,178.0,R,ARG,,,83.0,670.0,2017,26.0,6.717804695023691,6.508769136971682,0.20903555805200913,9.7,4.0
Chennai,Hard,32,A,2017-01-02,2017,R16,3,105379,Aljaz Bedene,105373,Martin Klizan,27.4,181.0,R,SLO,,,101.0,592.0,27.4,191.0,L,SVK,4.0,,35.0,1230.0,2017,-66.0,6.385194398997726,7.115582126184454,-0.7303877271867281,0.0,4.0
Chennai,Hard,32,A,2017-01-02,2017,R16,3,105332,Benoit Paire,106026,Yuki Bhambri,27.6,196.0,R,FRA,5.0,,47.0,960.0,24.4,185.0,R,IND,,Q,474.0,83.0,2017,427.0,6.8679744089702925,4.430816798843313,2.437157610126979,3.200000000000003,4.0
Chennai,Hard,32,A,2017-01-02,2017,R16,3,104534,Dudi Sela,111202,Hyeon Chung,31.7,175.0,R,ISR,,,96.0,616.0,20.6,188.0,R,KOR,,Q,104.0,571.0,2017,8.0,6.424869023905388,6.349138991379798,0.0757300325255903,11.099999999999998,4.0
Chennai,Hard,32,A,2017-01-02,2017,R16,3,105077,Albert Ramos,104327,Steve Darcis,28.9,188.0,L,ESP,3.0,,27.0,1435.0,32.8,178.0,R,BEL,,,86.0,658.0,2017,59.0,7.269616749608169,6.490723534502507,0.7788932151056622,-3.8999999999999986,4.0
Chennai,Hard,32,A,2017-01-02,2017,R16,3,106421,Daniil Medvedev,104229,Yen Hsun Lu,20.8,198.0,R,RUS,,,99.0,611.0,33.3,180.0,R,TPE,8.0,,64.0,754.0,2017,-35.0,6.416732282512326,6.626717749249025,-0.2099854667366987,-12.499999999999996,4.0
Chennai,Hard,32,A,2017-01-02,2017,R16,3,106075,Jozef Kovalik,105227,Marin Cilic,24.1,183.0,R,SVK,,Q,117.0,501.0,28.2,198.0,R,CRO,1.0,,6.0,3650.0,2017,-111.0,6.218600119691729,8.202756381655638,-1.9841562619639088,-4.099999999999998,4.0
Chennai,Hard,32,A,2017-01-02,2017,QF,3,105138,Roberto Bautista Agut,104022,Mikhail Youzhny,28.7,183.0,R,ESP,2.0,,14.0,2350.0,34.5,183.0,R,RUS,7.0,,57.0,826.0,2017,43.0,7.762596048540069,6.717804695023691,1.044791353516378,-5.800000000000001,5.0
Chennai,Hard,32,A,2017-01-02,2017,QF,3,105332,Benoit Paire,105379,Aljaz Bedene,27.6,196.0,R,FRA,5.0,,47.0,960.0,27.4,181.0,R,SLO,,,101.0,592.0,2017,54.0,6.8679744089702925,6.385194398997726,0.48278000997256676,0.20000000000000284,5.0
Chennai,Hard,32,A,2017-01-02,2017,QF,3,104534,Dudi Sela,105077,Albert Ramos,31.7,175.0,R,ISR,,,96.0,616.0,28.9,188.0,L,ESP,3.0,,27.0,1435.0,2017,-69.0,6.424869023905388,7.269616749608169,-0.8447477257027813,2.8000000000000007,5.0
Chennai,Hard,32,A,2017-01-02,2017,QF,3,106421,Daniil Medvedev,106075,Jozef Kovalik,20.8,198.0,R,RUS,,,99.0,611.0,24.1,183.0,R,SVK,,Q,117.0,501.0,2017,18.0,6.416732282512326,6.218600119691729,0.1981321628205972,-3.3000000000000007,5.0
Chennai,Hard,32,A,2017-01-02,2017,SF,3,105138,Roberto Bautista Agut,105332,Benoit Paire,28.7,183.0,R,ESP,2.0,,14.0,2350.0,27.6,196.0,R,FRA,5.0,,47.0,960.0,2017,33.0,7.762596048540069,6.8679744089702925,0.8946216395697766,1.0999999999999979,6.0
Chennai,Hard,32,A,2017-01-02,2017,SF,3,106421,Daniil Medvedev,104534,Dudi Sela,20.8,198.0,R,RUS,,,99.0,611.0,31.7,175.0,R,ISR,,,96.0,616.0,2017,-3.0,6.416732282512326,6.424869023905388,-0.008136741393061975,-10.899999999999999,6.0
Chennai,Hard,32,A,2017-01-02,2017,F,3,105138,Roberto Bautista Agut,106421,Daniil Medvedev,28.7,183.0,R,ESP,2.0,,14.0,2350.0,20.8,198.0,R,RUS,,,99.0,611.0,2017,85.0,7.762596048540069,6.416732282512326,1.345863766027743,7.899999999999999,7.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,104925,Novak Djokovic,105526,Jan Lennard Struff,29.6,188.0,R,SRB,2.0,,2.0,11780.0,26.6,193.0,R,GER,,,63.0,758.0,2017,61.0,9.37424334324612,6.63200177739563,2.742241565850489,3.0,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,104547,Horacio Zeballos,104252,Florian Mayer,31.6,188.0,L,ARG,,,71.0,722.0,33.2,190.0,R,GER,,,50.0,903.0,2017,-21.0,6.583409222158765,6.806829360392176,-0.22342013823341134,-1.6000000000000014,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,105963,Arthur De Greef,105633,Mohamed Safwat,24.7,183.0,R,BEL,,WC,134.0,456.0,26.2,180.0,R,EGY,,Q,199.0,278.0,2017,65.0,6.124683390894205,5.631211781821365,0.4934716090728397,-1.5,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,103285,Radek Stepanek,104571,Marcos Baghdatis,38.0,185.0,R,CZE,,Q,107.0,558.0,31.5,183.0,R,CYP,8.0,,36.0,1140.0,2017,-71.0,6.326149473155099,7.039660349862076,-0.7135108767069767,6.5,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,105676,David Goffin,104898,Robin Haase,26.0,180.0,R,BEL,4.0,,11.0,2750.0,29.7,191.0,R,NED,,,59.0,795.0,2017,48.0,7.919719760924575,6.679599185844383,1.2401205750801916,-3.6999999999999993,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,104269,Fernando Verdasco,105577,Vasek Pospisil,33.1,188.0,L,ESP,,,42.0,1035.0,26.5,193.0,R,CAN,,Q,133.0,456.0,2017,91.0,6.943122422819428,6.124683390894205,0.818439031925223,6.600000000000001,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,111575,Karen Khachanov,122570,Mubarak Shannan Zayid,20.6,198.0,R,RUS,,,53.0,863.0,21.7,,R,QAT,,WC,1277.0,5.0,2017,1224.0,6.761572768804055,1.791759469228055,4.969813299576,-1.0999999999999979,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,103333,Ivo Karlovic,105011,Illya Marchenko,37.8,208.0,R,CRO,6.0,,20.0,1795.0,29.3,185.0,R,UKR,,,74.0,705.0,2017,54.0,7.493317248862145,6.559615237493242,0.9337020113689034,8.499999999999996,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,104542,Jo-Wilfried Tsonga,105723,Andrey Kuznetsov,31.7,188.0,R,FRA,5.0,,12.0,2550.0,25.8,183.0,R,RUS,,,46.0,970.0,2017,34.0,7.844240718141811,6.878326468291325,0.9659142498504858,5.899999999999999,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,104460,Dustin Brown,105487,Facundo Bagnis,32.0,196.0,R,JAM,,,72.0,710.0,26.8,183.0,L,ARG,,,56.0,835.0,2017,-16.0,6.566672429803241,6.728628613084702,-0.1619561832814611,5.199999999999999,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,106210,Jiri Vesely,105551,Anil Yuksel,23.4,198.0,L,CZE,,,55.0,848.0,26.6,,L,TUR,,WC,507.0,73.0,2017,452.0,6.744059186311348,4.30406509320417,2.4399940931071775,-3.200000000000003,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,104607,Tomas Berdych,105561,Alessandro Giannessi,31.2,196.0,R,CZE,3.0,,10.0,3060.0,26.5,185.0,L,ITA,,Q,128.0,475.0,2017,118.0,8.026496938945412,6.16541785423142,1.8610790847139915,4.699999999999999,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,104259,Philipp Kohlschreiber,104291,Malek Jaziri,33.2,178.0,R,GER,7.0,,32.0,1325.0,32.9,185.0,R,TUN,,,58.0,814.0,2017,26.0,7.189922170745808,6.703188113240863,0.48673405750494503,0.30000000000000426,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,104597,Nicolas Almagro,103893,Paolo Lorenzi,31.3,183.0,R,ESP,,,44.0,1013.0,35.0,183.0,R,ITA,,,40.0,1090.0,2017,-4.0,6.921658184151129,6.994849985833071,-0.07319180168194173,-3.6999999999999993,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,105589,Gerald Melzer,103908,Paul Henri Mathieu,26.4,188.0,L,AUT,,,68.0,728.0,34.9,185.0,R,FRA,,,73.0,710.0,2017,5.0,6.591673732008658,6.566672429803241,0.02500130220541763,-8.5,3.0
Doha,Hard,32,A,2017-01-02,2017,R32,3,104918,Andy Murray,104871,Jeremy Chardy,29.6,191.0,R,GBR,1.0,,1.0,12410.0,29.8,188.0,R,FRA,,,69.0,725.0,2017,68.0,9.426338455129521,6.587550014824796,2.838788440304725,-0.1999999999999993,3.0
Doha,Hard,32,A,2017-01-02,2017,R16,3,104925,Novak Djokovic,104547,Horacio Zeballos,29.6,188.0,R,SRB,2.0,,2.0,11780.0,31.6,188.0,L,ARG,,,71.0,722.0,2017,69.0,9.37424334324612,6.583409222158765,2.7908341210873546,-2.0,4.0
Doha,Hard,32,A,2017-01-02,2017,R16,3,103285,Radek Stepanek,105963,Arthur De Greef,38.0,185.0,R,CZE,,Q,107.0,558.0,24.7,183.0,R,BEL,,WC,134.0,456.0,2017,27.0,6.326149473155099,6.124683390894205,0.20146608226089402,13.3,4.0
Doha,Hard,32,A,2017-01-02,2017,R16,3,104269,Fernando Verdasco,105676,David Goffin,33.1,188.0,L,ESP,,,42.0,1035.0,26.0,180.0,R,BEL,4.0,,11.0,2750.0,2017,-31.0,6.943122422819428,7.919719760924575,-0.9765973381051465,7.100000000000001,4.0
Doha,Hard,32,A,2017-01-02,2017,R16,3,103333,Ivo Karlovic,111575,Karen Khachanov,37.8,208.0,R,CRO,6.0,,20.0,1795.0,20.6,198.0,R,RUS,,,53.0,863.0,2017,33.0,7.493317248862145,6.761572768804055,0.7317444800580901,17.199999999999996,4.0
Doha,Hard,32,A,2017-01-02,2017,R16,3,104542,Jo-Wilfried Tsonga,104460,Dustin Brown,31.7,188.0,R,FRA,5.0,,12.0,2550.0,32.0,196.0,R,JAM,,,72.0,710.0,2017,60.0,7.844240718141811,6.566672429803241,1.2775682883385704,-0.3000000000000007,4.0
Doha,Hard,32,A,2017-01-02,2017,R16,3,104607,Tomas Berdych,106210,Jiri Vesely,31.2,196.0,R,CZE,3.0,,10.0,3060.0,23.4,198.0,L,CZE,,,55.0,848.0,2017,45.0,8.026496938945412,6.744059186311348,1.2824377526340642,7.800000000000001,4.0
Doha,Hard,32,A,2017-01-02,2017,R16,3,104597,Nicolas Almagro,104259,Philipp Kohlschreiber,31.3,183.0,R,ESP,,,44.0,1013.0,33.2,178.0,R,GER,7.0,,32.0,1325.0,2017,-12.0,6.921658184151129,7.189922170745808,-0.268263986594679,-1.9000000000000021,4.0
Doha,Hard,32,A,2017-01-02,2017,R16,3,104918,Andy Murray,105589,Gerald Melzer,29.6,191.0,R,GBR,1.0,,1.0,12410.0,26.4,188.0,L,AUT,,,68.0,728.0,2017,67.0,9.426338455129521,6.591673732008658,2.834664723120863,3.200000000000003,4.0
Doha,Hard,32,A,2017-01-02,2017,QF,3,104925,Novak Djokovic,103285,Radek Stepanek,29.6,188.0,R,SRB,2.0,,2.0,11780.0,38.0,185.0,R,CZE,,Q,107.0,558.0,2017,105.0,9.37424334324612,6.326149473155099,3.0480938700910203,-8.399999999999999,5.0
Doha,Hard,32,A,2017-01-02,2017,QF,3,104269,Fernando Verdasco,103333,Ivo Karlovic,33.1,188.0,L,ESP,,,42.0,1035.0,37.8,208.0,R,CRO,6.0,,20.0,1795.0,2017,-22.0,6.943122422819428,7.493317248862145,-0.5501948260427172,-4.699999999999996,5.0
Doha,Hard,32,A,2017-01-02,2017,QF,3,104607,Tomas Berdych,104542,Jo-Wilfried Tsonga,31.2,196.0,R,CZE,3.0,,10.0,3060.0,31.7,188.0,R,FRA,5.0,,12.0,2550.0,2017,2.0,8.026496938945412,7.844240718141811,0.18225622080360093,-0.5,5.0
Doha,Hard,32,A,2017-01-02,2017,QF,3,104918,Andy Murray,104597,Nicolas Almagro,29.6,191.0,R,GBR,1.0,,1.0,12410.0,31.3,183.0,R,ESP,,,44.0,1013.0,2017,43.0,9.426338455129521,6.921658184151129,2.504680270978392,-1.6999999999999993,5.0
Doha,Hard,32,A,2017-01-02,2017,SF,3,104925,Novak Djokovic,104269,Fernando Verdasco,29.6,188.0,R,SRB,2.0,,2.0,11780.0,33.1,188.0,L,ESP,,,42.0,1035.0,2017,40.0,9.37424334324612,6.943122422819428,2.4311209204266913,-3.5,6.0
Doha,Hard,32,A,2017-01-02,2017,SF,3,104918,Andy Murray,104607,Tomas Berdych,29.6,191.0,R,GBR,1.0,,1.0,12410.0,31.2,196.0,R,CZE,3.0,,10.0,3060.0,2017,9.0,9.426338455129521,8.026496938945412,1.3998415161841091,-1.5999999999999979,6.0
Doha,Hard,32,A,2017-01-02,2017,F,3,104925,Novak Djokovic,104918,Andy Murray,29.6,188.0,R,SRB,2.0,,2.0,11780.0,29.6,191.0,R,GBR,1.0,,1.0,12410.0,2017,-1.0,9.37424334324612,9.426338455129521,-0.05209511188340166,0.0,7.0
Auckland,Hard,32,A,2017-01-09,2017,R32,3,104291,Malek Jaziri,106043,Diego Schwartzman,32.9,185.0,R,TUN,,,56.0,814.0,24.3,170.0,R,ARG,,,52.0,867.0,2017,-4.0,6.703188113240863,6.7661917146603505,-0.06300360141948769,8.599999999999998,3.0
Auckland,Hard,32,A,2017-01-09,2017,R32,3,104229,Yen Hsun Lu,111575,Karen Khachanov,33.4,180.0,R,TPE,,,61.0,774.0,20.6,198.0,R,RUS,,,51.0,875.0,2017,-10.0,6.652863029353347,6.775366090936392,-0.12250306158304447,12.799999999999997,3.0
Auckland,Hard,32,A,2017-01-09,2017,R32,3,105449,Steve Johnson,103565,Stephane Robert,27.0,188.0,R,USA,7.0,,33.0,1320.0,36.6,185.0,R,FRA,,,53.0,854.0,2017,20.0,7.186144304522325,6.75110146893676,0.43504283558556534,-9.600000000000001,3.0
Auckland,Hard,32,A,2017-01-09,2017,R32,3,105992,Ryan Harrison,104198,Guillermo Garcia Lopez,24.6,185.0,R,USA,,Q,89.0,632.0,33.6,188.0,R,ESP,,,74.0,700.0,2017,-15.0,6.450470422144176,6.55250788703459,-0.10203746489041432,-9.0,3.0
Auckland,Hard,32,A,2017-01-09,2017,R32,3,104871,Jeremy Chardy,104677,Artem Sitak,29.9,188.0,R,FRA,,,71.0,705.0,30.9,185.0,R,NZL,,WC,2147.0,0.0,2017,2076.0,6.559615237493242,0.0,6.559615237493242,-1.0,3.0
Auckland,Hard,32,A,2017-01-09,2017,R32,3,103852,Feliciano Lopez,105030,Michael Venus,35.3,188.0,L,ESP,6.0,,28.0,1410.0,29.2,191.0,R,NZL,,WC,1035.0,10.0,2017,1007.0,7.252053951852814,2.3978952727983707,4.854158679054444,6.099999999999998,3.0
Auckland,Hard,32,A,2017-01-09,2017,R32,3,105311,Joao Sousa,105077,Albert Ramos,27.7,185.0,R,POR,,,44.0,1030.0,28.9,188.0,L,ESP,5.0,,26.0,1435.0,2017,-18.0,6.93828448401696,7.269616749608169,-0.3313322655912092,-1.1999999999999993,3.0
