tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,rank_diff,rank_pts_diff,age_diff,height_diff,w_ace_per_game,w_df_per_game,l_ace_per_game,l_df_per_game,w_1st_pct,w_1st_win_pct,w_bp_save_pct,l_1st_pct,l_1st_win_pct,l_bp_save_pct,match_length
2019-580,Australian Open,Hard,128,G,2019-01-14,188,126207,0.0,Unseeded,Frances Tiafoe,R,188.0,USA,20.9,104731,5.0,Unseeded,Kevin Anderson,R,203.0,RSA,32.6,4-6 6-4 6-4 7-5,5,R64,179.0,10.0,2.0,114.0,80.0,64.0,19.0,21.0,4.0,6.0,13.0,4.0,134.0,87.0,64.0,23.0,21.0,10.0,14.0,39.0,1080.0,6.0,4810.0,33.0,-3730.0,-11.700000000000003,-15.0,0.45454545454545453,0.09090909090909091,0.5909090909090909,0.18181818181818182,0.7017543859649122,0.8,0.6666666666666666,0.6492537313432836,0.735632183908046,0.7142857142857143,2.9833333333333334
2019-580,Australian Open,Hard,128,G,2019-01-14,214,105683,16.0,Unseeded,Milos Raonic,R,196.0,CAN,28.0,100644,4.0,Unseeded,Alexander Zverev,R,198.0,GER,21.7,6-1 6-1 7-6(5),5,R16,119.0,15.0,1.0,78.0,54.0,43.0,13.0,13.0,0.0,1.0,6.0,10.0,90.0,56.0,38.0,12.0,13.0,14.0,20.0,17.0,1900.0,4.0,6385.0,13.0,-4485.0,6.300000000000001,-2.0,1.0714285714285714,0.07142857142857142,0.42857142857142855,0.7142857142857143,0.6923076923076923,0.7962962962962963,0.0,0.6222222222222222,0.6785714285714286,0.7,1.9833333333333334
2019-580,Australian Open,Hard,128,G,2019-01-14,156,104607,0.0,Unseeded,Tomas Berdych,R,196.0,CZE,33.3,106378,13.0,Unseeded,Kyle Edmund,R,188.0,GBR,24.0,6-3 6-0 7-5,5,R128,102.0,12.0,1.0,75.0,49.0,43.0,15.0,14.0,1.0,1.0,4.0,3.0,79.0,47.0,29.0,14.0,13.0,2.0,7.0,57.0,865.0,14.0,2150.0,43.0,-1285.0,9.299999999999997,8.0,0.8,0.06666666666666667,0.2857142857142857,0.21428571428571427,0.6533333333333333,0.8775510204081632,1.0,0.5949367088607594,0.6170212765957447,0.2857142857142857,1.7
2019-580,Australian Open,Hard,128,G,2019-01-14,221,106298,28.0,Unseeded,Lucas Pouille,R,185.0,FRA,24.8,105683,16.0,Unseeded,Milos Raonic,R,196.0,CAN,28.0,7-6(4) 6-3 6-7(2) 6-4,5,QF,182.0,14.0,4.0,122.0,80.0,67.0,24.0,22.0,0.0,1.0,25.0,6.0,149.0,87.0,62.0,35.0,21.0,11.0,14.0,31.0,1245.0,17.0,1900.0,14.0,-655.0,-3.1999999999999993,-11.0,0.6086956521739131,0.17391304347826086,1.1363636363636365,0.2727272727272727,0.6557377049180327,0.8375,0.0,0.5838926174496645,0.7126436781609196,0.7857142857142857,3.033333333333333
2019-580,Australian Open,Hard,128,G,2019-01-14,179,200615,0.0,WC,Alexei Popyrin,R,196.0,AUS,19.4,106233,7.0,Unseeded,Dominic Thiem,R,185.0,AUT,25.3,7-5 6-4 2-0 RET,5,R64,104.0,13.0,3.0,87.0,53.0,40.0,22.0,12.0,5.0,5.0,1.0,2.0,82.0,63.0,41.0,8.0,12.0,7.0,10.0,149.0,360.0,8.0,4095.0,141.0,-3735.0,-5.900000000000002,11.0,1.0,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.6091954022988506,0.7547169811320755,1.0,0.7682926829268293,0.6507936507936508,0.7,1.7333333333333334
2019-580,Australian Open,Hard,128,G,2019-01-14,225,104745,2.0,Unseeded,Rafael Nadal,L,185.0,ESP,32.6,126774,14.0,Unseeded,Stefanos Tsitsipas,R,193.0,GRE,20.4,6-2 6-4 6-0,5,SF,106.0,5.0,0.0,61.0,40.0,34.0,15.0,12.0,1.0,1.0,5.0,2.0,65.0,45.0,29.0,6.0,12.0,5.0,11.0,2.0,7480.0,15.0,2095.0,-13.0,5385.0,12.200000000000003,-8.0,0.38461538461538464,0.0,0.38461538461538464,0.15384615384615385,0.6557377049180327,0.85,1.0,0.6923076923076923,0.6444444444444445,0.45454545454545453,1.7666666666666666
2019-580,Australian Open,Hard,128,G,2019-01-14,211,104745,2.0,Unseeded,Rafael Nadal,L,185.0,ESP,32.6,200282,27.0,Unseeded,Alex De Minaur,R,183.0,AUS,19.9,6-1 6-2 6-4,5,R32,142.0,6.0,6.0,87.0,65.0,53.0,8.0,13.0,4.0,4.0,3.0,2.0,94.0,54.0,34.0,16.0,12.0,8.0,13.0,2.0,7480.0,29.0,1353.0,-27.0,6127.0,12.700000000000003,2.0,0.42857142857142855,0.42857142857142855,0.23076923076923078,0.15384615384615385,0.7471264367816092,0.8153846153846154,1.0,0.574468085106383,0.6296296296296297,0.6153846153846154,2.3666666666666667
2019-580,Australian Open,Hard,128,G,2019-01-14,127,105936,0.0,Unseeded,Filip Krajinovic,R,185.0,SRB,26.8,106065,17.0,Unseeded,Marco Cecchinato,R,185.0,ITA,26.2,4-6 0-6 6-1 7-6(8) 6-4,5,R128,164.0,20.0,3.0,130.0,77.0,63.0,21.0,23.0,1.0,7.0,10.0,3.0,136.0,90.0,60.0,28.0,22.0,7.0,13.0,93.0,620.0,18.0,1889.0,75.0,-1269.0,0.6000000000000014,0.0,0.8333333333333334,0.125,0.43478260869565216,0.13043478260869565,0.5923076923076923,0.8181818181818182,0.14285714285714285,0.6617647058823529,0.6666666666666666,0.5384615384615384,2.7333333333333334
2019-580,Australian Open,Hard,128,G,2019-01-14,151,104312,0.0,Unseeded,Andreas Seppi,R,190.0,ITA,34.8,105449,31.0,Unseeded,Steve Johnson,R,188.0,USA,29.0,6-4 4-6 6-4 6-3,5,R128,141.0,12.0,5.0,108.0,62.0,50.0,28.0,20.0,5.0,6.0,11.0,3.0,105.0,52.0,42.0,30.0,19.0,1.0,5.0,35.0,1170.0,34.0,1190.0,1.0,-20.0,5.799999999999997,2.0,0.5714285714285714,0.23809523809523808,0.55,0.15,0.5740740740740741,0.8064516129032258,0.8333333333333334,0.49523809523809526,0.8076923076923077,0.2,2.35
2019-580,Australian Open,Hard,128,G,2019-01-14,210,104607,0.0,Unseeded,Tomas Berdych,R,196.0,CZE,33.3,106043,18.0,Unseeded,Diego Schwartzman,R,170.0,ARG,26.4,5-7 6-3 7-5 6-4,5,R32,180.0,19.0,1.0,143.0,83.0,69.0,29.0,22.0,7.0,8.0,8.0,2.0,126.0,76.0,59.0,26.0,21.0,4.0,7.0,57.0,865.0,16.0,1925.0,41.0,-1060.0,6.899999999999999,26.0,0.8260869565217391,0.043478260869565216,0.36363636363636365,0.09090909090909091,0.5804195804195804,0.8313253012048193,0.875,0.6031746031746031,0.7763157894736842,0.5714285714285714,3.0
2019-580,Australian Open,Hard,128,G,2019-01-14,206,126774,14.0,Unseeded,Stefanos Tsitsipas,R,193.0,GRE,20.4,105932,19.0,Unseeded,Nikoloz Basilashvili,R,185.0,GEO,26.8,6-3 3-6 7-6(7) 6-4,5,R32,174.0,18.0,1.0,131.0,83.0,65.0,26.0,20.0,2.0,4.0,14.0,6.0,130.0,78.0,55.0,30.0,20.0,3.0,6.0,15.0,2095.0,20.0,1820.0,-5.0,275.0,-6.400000000000002,8.0,0.8571428571428571,0.047619047619047616,0.6666666666666666,0.2857142857142857,0.6335877862595419,0.7831325301204819,0.5,0.6,0.7051282051282052,0.5,2.9
2019-580,Australian Open,Hard,128,G,2019-01-14,218,126207,0.0,Unseeded,Frances Tiafoe,R,188.0,USA,20.9,105777,20.0,Unseeded,Grigor Dimitrov,R,191.0,BUL,27.6,7-5 7-6(6) 6-7(1) 7-5,5,R16,219.0,10.0,4.0,190.0,123.0,82.0,33.0,24.0,15.0,18.0,21.0,6.0,147.0,95.0,70.0,26.0,24.0,8.0,13.0,39.0,1080.0,21.0,1790.0,18.0,-710.0,-6.700000000000003,-3.0,0.4,0.16,0.84,0.24,0.6473684210526316,0.6666666666666666,0.8333333333333334,0.6462585034013606,0.7368421052631579,0.6153846153846154,3.65
2019-580,Australian Open,Hard,128,G,2019-01-14,197,106421,15.0,Unseeded,Daniil Medvedev,R,198.0,RUS,22.9,105676,21.0,Unseeded,David Goffin,R,180.0,BEL,28.1,6-2 7-6(3) 6-3,5,R32,121.0,7.0,2.0,85.0,56.0,48.0,10.0,15.0,1.0,4.0,4.0,2.0,92.0,56.0,32.0,15.0,14.0,5.0,11.0,19.0,1865.0,22.0,1785.0,-3.0,80.0,-5.200000000000003,18.0,0.4375,0.125,0.26666666666666666,0.13333333333333333,0.6588235294117647,0.8571428571428571,0.25,0.6086956521739131,0.5714285714285714,0.45454545454545453,2.0166666666666666
2019-580,Australian Open,Hard,128,G,2019-01-14,222,126774,14.0,Unseeded,Stefanos Tsitsipas,R,193.0,GRE,20.4,105138,22.0,Unseeded,Roberto Bautista Agut,R,183.0,ESP,30.7,7-5 4-6 6-4 7-6(2),5,QF,195.0,22.0,3.0,129.0,74.0,62.0,27.0,22.0,1.0,4.0,6.0,2.0,128.0,88.0,64.0,22.0,22.0,7.0,11.0,15.0,2095.0,24.0,1605.0,-9.0,490.0,-10.3,10.0,0.9565217391304348,0.13043478260869565,0.2608695652173913,0.08695652173913043,0.5736434108527132,0.8378378378378378,0.25,0.6875,0.7272727272727273,0.6363636363636364,3.25
2019-580,Australian Open,Hard,128,G,2019-01-14,132,105227,6.0,Unseeded,Marin Cilic,R,198.0,CRO,30.2,106071,0.0,Unseeded,Bernard Tomic,R,196.0,AUS,26.2,6-2 6-4 7-6(3),5,R128,123.0,24.0,2.0,93.0,63.0,49.0,19.0,15.0,5.0,6.0,12.0,1.0,104.0,73.0,47.0,15.0,15.0,11.0,15.0,7.0,4160.0,88.0,655.0,-81.0,3505.0,4.0,2.0,1.5,0.125,0.75,0.0625,0.6774193548387096,0.7777777777777778,0.8333333333333334,0.7019230769230769,0.6438356164383562,0.7333333333333333,2.05
2019-580,Australian Open,Hard,128,G,2019-01-14,174,105732,0.0,Unseeded,Pierre Hugues Herbert,R,188.0,FRA,27.8,111202,24.0,Unseeded,Hyeon Chung,R,188.0,KOR,22.6,6-2 1-6 6-2 6-4,5,R64,133.0,13.0,3.0,96.0,62.0,49.0,16.0,17.0,0.0,3.0,2.0,1.0,94.0,60.0,37.0,20.0,16.0,6.0,11.0,55.0,903.0,25.0,1585.0,30.0,-682.0,5.199999999999999,0.0,0.7222222222222222,0.16666666666666666,0.11764705882352941,0.058823529411764705,0.6458333333333334,0.7903225806451613,0.0,0.6382978723404256,0.6166666666666667,0.5454545454545454,2.216666666666667
2019-580,Australian Open,Hard,128,G,2019-01-14,196,104925,1.0,Unseeded,Novak Djokovic,R,188.0,SRB,31.6,133430,25.0,Unseeded,Denis Shapovalov,L,185.0,CAN,19.7,6-3 6-4 4-6 6-0,5,R32,142.0,5.0,4.0,90.0,55.0,41.0,22.0,18.0,2.0,5.0,6.0,5.0,108.0,61.0,43.0,15.0,17.0,5.0,13.0,1.0,9135.0,27.0,1440.0,-26.0,7695.0,11.900000000000002,3.0,0.2631578947368421,0.21052631578947367,0.3333333333333333,0.2777777777777778,0.6111111111111112,0.7454545454545455,0.4,0.5648148148148148,0.7049180327868853,0.38461538461538464,2.3666666666666667
2019-580,Australian Open,Hard,128,G,2019-01-14,204,105227,6.0,Unseeded,Marin Cilic,R,198.0,CRO,30.2,104269,26.0,Unseeded,Fernando Verdasco,L,188.0,ESP,35.1,4-6 3-6 6-1 7-6(8) 6-3,5,R32,258.0,8.0,5.0,153.0,89.0,73.0,33.0,24.0,6.0,9.0,27.0,5.0,165.0,113.0,77.0,28.0,23.0,15.0,19.0,7.0,4160.0,28.0,1410.0,-21.0,2750.0,-4.900000000000002,10.0,0.32,0.2,1.125,0.20833333333333334,0.5816993464052288,0.8202247191011236,0.6666666666666666,0.6848484848484848,0.6814159292035398,0.7894736842105263,4.3
2019-580,Australian Open,Hard,128,G,2019-01-14,170,105311,0.0,Unseeded,Joao Sousa,R,185.0,POR,29.7,104259,32.0,Unseeded,Philipp Kohlschreiber,R,178.0,GER,35.2,7-5 4-6 7-6(4) 5-7 6-4,5,R64,258.0,28.0,1.0,181.0,130.0,99.0,26.0,28.0,14.0,16.0,20.0,6.0,189.0,113.0,83.0,42.0,28.0,12.0,14.0,44.0,1017.0,32.0,1215.0,12.0,-198.0,-5.5000000000000036,7.0,0.9655172413793104,0.034482758620689655,0.6896551724137931,0.20689655172413793,0.7182320441988951,0.7615384615384615,0.875,0.5978835978835979,0.7345132743362832,0.8571428571428571,4.3
2019-580,Australian Open,Hard,128,G,2019-01-14,224,104925,1.0,Unseeded,Novak Djokovic,R,188.0,SRB,31.6,106298,28.0,Unseeded,Lucas Pouille,R,185.0,FRA,24.8,6-0 6-2 6-2,5,SF,83.0,6.0,0.0,53.0,38.0,32.0,13.0,11.0,0.0,0.0,4.0,3.0,74.0,40.0,27.0,9.0,11.0,5.0,12.0,1.0,9135.0,31.0,1245.0,-30.0,7890.0,6.800000000000001,3.0,0.5,0.0,0.3333333333333333,0.25,0.7169811320754716,0.8421052631578947,0.0,0.5405405405405406,0.675,0.4166666666666667,1.3833333333333333
2019-580,Australian Open,Hard,128,G,2019-01-14,173,106109,0.0,WC,Alex Bolt,L,183.0,AUS,26.0,104468,29.0,Unseeded,Gilles Simon,R,183.0,FRA,34.0,2-6 6-4 4-6 7-6(8) 6-4,5,R64,244.0,11.0,3.0,152.0,85.0,58.0,38.0,25.0,6.0,12.0,14.0,9.0,195.0,124.0,86.0,31.0,25.0,13.0,18.0,155.0,343.0,30.0,1280.0,125.0,-937.0,-8.0,0.0,0.4230769230769231,0.11538461538461539,0.5384615384615384,0.34615384615384615,0.5592105263157895,0.6823529411764706,0.5,0.6358974358974359,0.6935483870967742,0.7222222222222222,4.066666666666666
2019-580,Australian Open,Hard,128,G,2019-01-14,212,104925,1.0,Unseeded,Novak Djokovic,R,188.0,SRB,31.6,106421,15.0,Unseeded,Daniil Medvedev,R,198.0,RUS,22.9,6-4 6-7(5) 6-2 6-3,5,R16,195.0,6.0,5.0,126.0,84.0,61.0,21.0,20.0,7.0,9.0,18.0,6.0,142.0,93.0,65.0,17.0,19.0,11.0,18.0,1.0,9135.0,19.0,1865.0,-18.0,7270.0,8.700000000000003,-10.0,0.2857142857142857,0.23809523809523808,0.9,0.3,0.6666666666666666,0.7261904761904762,0.7777777777777778,0.6549295774647887,0.6989247311827957,0.6111111111111112,3.25
2019-580,Australian Open,Hard,128,G,2019-01-14,217,126774,14.0,Unseeded,Stefanos Tsitsipas,R,193.0,GRE,20.4,103819,3.0,Unseeded,Roger Federer,R,185.0,SUI,37.4,6-7(11) 7-6(3) 7-5 7-6(5),5,R16,225.0,20.0,1.0,188.0,112.0,87.0,49.0,24.0,12.0,12.0,12.0,0.0,156.0,105.0,83.0,31.0,24.0,2.0,3.0,15.0,2095.0,3.0,6420.0,12.0,-4325.0,-17.0,8.0,0.8,0.04,0.48,0.0,0.5957446808510638,0.7767857142857143,1.0,0.6730769230769231,0.7904761904761904,0.6666666666666666,3.75
2019-580,Australian Open,Hard,128,G,2019-01-14,203,106298,28.0,Unseeded,Lucas Pouille,R,185.0,FRA,24.8,200615,0.0,WC,Alexei Popyrin,R,196.0,AUS,19.4,7-6(3) 6-3 6-7(10) 4-6 6-3,5,R32,223.0,16.0,8.0,171.0,103.0,77.0,45.0,26.0,5.0,7.0,16.0,9.0,179.0,111.0,84.0,35.0,26.0,10.0,13.0,31.0,1245.0,149.0,360.0,-118.0,885.0,5.400000000000002,-11.0,0.5925925925925926,0.2962962962962963,0.5925925925925926,0.3333333333333333,0.6023391812865497,0.7475728155339806,0.7142857142857143,0.6201117318435754,0.7567567567567568,0.7692307692307693,3.716666666666667
2019-580,Australian Open,Hard,128,G,2019-01-14,100,104925,1.0,Unseeded,Novak Djokovic,R,188.0,SRB,31.6,106283,0.0,Q,Mitchell Krueger,R,188.0,USA,25.0,6-3 6-2 6-2,5,R128,123.0,6.0,2.0,65.0,48.0,41.0,10.0,13.0,1.0,2.0,2.0,2.0,117.0,81.0,46.0,13.0,12.0,14.0,20.0,1.0,9135.0,230.0,216.0,-229.0,8919.0,6.600000000000001,0.0,0.42857142857142855,0.14285714285714285,0.15384615384615385,0.15384615384615385,0.7384615384615385,0.8541666666666666,0.5,0.6923076923076923,0.5679012345679012,0.7,2.05
2019-580,Australian Open,Hard,128,G,2019-01-14,186,126203,0.0,Unseeded,Taylor Fritz,R,196.0,USA,21.2,104792,30.0,Unseeded,Gael Monfils,R,193.0,FRA,32.3,6-3 6-7(8) 7-6(6) 7-6(5),5,R64,204.0,15.0,2.0,177.0,121.0,88.0,31.0,23.0,12.0,13.0,22.0,6.0,168.0,114.0,82.0,30.0,22.0,12.0,15.0,50.0,964.0,33.0,1195.0,17.0,-231.0,-11.099999999999998,3.0,0.625,0.08333333333333333,0.9565217391304348,0.2608695652173913,0.6836158192090396,0.7272727272727273,0.9230769230769231,0.6785714285714286,0.7192982456140351,0.8,3.4
2019-580,Australian Open,Hard,128,G,2019-01-14,111,105807,23.0,Unseeded,Pablo Carreno Busta,R,188.0,ESP,27.5,104563,0.0,Q,Luca Vanni,R,198.0,ITA,33.6,6-7(5) 2-6 6-3 7-5 6-4,5,R128,227.0,20.0,3.0,156.0,108.0,83.0,25.0,26.0,2.0,4.0,25.0,7.0,175.0,102.0,79.0,34.0,25.0,10.0,13.0,23.0,1705.0,163.0,325.0,-140.0,1380.0,-6.100000000000001,-10.0,0.7407407407407407,0.1111111111111111,0.9615384615384616,0.2692307692307692,0.6923076923076923,0.7685185185185185,0.5,0.5828571428571429,0.7745098039215687,0.7692307692307693,3.783333333333333
2019-580,Australian Open,Hard,128,G,2019-01-14,129,109739,0.0,Unseeded,Maximilian Marterer,L,188.0,GER,23.5,105163,0.0,Q,Gleb Sakharov,R,185.0,FRA,30.5,6-3 6-1 6-3,5,R128,99.0,13.0,1.0,77.0,58.0,40.0,13.0,13.0,1.0,2.0,3.0,1.0,69.0,41.0,25.0,11.0,12.0,2.0,8.0,71.0,744.0,252.0,186.0,-181.0,558.0,-7.0,3.0,0.9285714285714286,0.07142857142857142,0.23076923076923078,0.07692307692307693,0.7532467532467533,0.6896551724137931,0.5,0.5942028985507246,0.6097560975609756,0.25,1.65
2019-580,Australian Open,Hard,128,G,2019-01-14,102,106121,0.0,Unseeded,Taro Daniel,R,191.0,JPN,25.9,106423,0.0,Q,Thanasi Kokkinakis,R,193.0,AUS,22.7,5-7 4-2 RET,5,R128,92.0,3.0,2.0,61.0,38.0,28.0,10.0,9.0,5.0,7.0,0.0,1.0,67.0,53.0,34.0,7.0,9.0,8.0,10.0,82.0,691.0,144.0,379.0,-62.0,312.0,3.1999999999999993,-2.0,0.3,0.2,0.0,0.1,0.6229508196721312,0.7368421052631579,0.7142857142857143,0.7910447761194029,0.6415094339622641,0.8,1.5333333333333334
2019-580,Australian Open,Hard,128,G,2019-01-14,146,105554,0.0,Q,Daniel Evans,R,175.0,GBR,28.6,105147,0.0,Q,Tatsuma Ito,R,180.0,JPN,30.6,7-5 6-1 7-6(8),5,R128,155.0,9.0,2.0,99.0,62.0,49.0,22.0,16.0,2.0,2.0,5.0,8.0,100.0,48.0,38.0,25.0,15.0,4.0,8.0,189.0,266.0,150.0,360.0,39.0,-94.0,-2.0,-5.0,0.5294117647058824,0.11764705882352941,0.3125,0.5,0.6262626262626263,0.7903225806451613,1.0,0.48,0.7916666666666666,0.5,2.5833333333333335
2019-580,Australian Open,Hard,128,G,2019-01-14,119,104468,29.0,Unseeded,Gilles Simon,R,183.0,FRA,34.0,106216,0.0,Q,Bjorn Fratangelo,R,183.0,USA,25.4,7-6(2) 6-4 6-2,5,R128,127.0,10.0,3.0,93.0,54.0,46.0,21.0,15.0,3.0,4.0,4.0,5.0,93.0,50.0,34.0,22.0,15.0,8.0,12.0,30.0,1280.0,133.0,421.0,-103.0,859.0,8.600000000000001,0.0,0.625,0.1875,0.25,0.3125,0.5806451612903226,0.8518518518518519,0.75,0.5376344086021505,0.68,0.6666666666666666,2.1166666666666667
2019-580,Australian Open,Hard,128,G,2019-01-14,194,200282,27.0,Unseeded,Alex De Minaur,R,183.0,AUS,19.9,105967,0.0,Q,Henri Laaksonen,R,185.0,SUI,26.7,6-4 6-2 6-7(7) 4-6 6-3,5,R64,232.0,5.0,7.0,172.0,107.0,72.0,35.0,25.0,9.0,13.0,6.0,1.0,157.0,95.0,62.0,32.0,24.0,3.0,10.0,29.0,1353.0,166.0,319.0,-137.0,1034.0,-6.800000000000001,-2.0,0.19230769230769232,0.2692307692307692,0.24,0.04,0.622093023255814,0.6728971962616822,0.6923076923076923,0.6050955414012739,0.6526315789473685,0.3,3.8666666666666667
2019-580,Australian Open,Hard,128,G,2019-01-14,135,104269,26.0,Unseeded,Fernando Verdasco,L,188.0,ESP,35.1,200175,0.0,Q,Miomir Kecmanovic,R,183.0,SRB,19.3,7-6(5) 6-3 6-3,5,R128,131.0,21.0,6.0,87.0,58.0,46.0,17.0,15.0,1.0,2.0,2.0,2.0,111.0,69.0,40.0,24.0,15.0,12.0,16.0,28.0,1410.0,125.0,458.0,-97.0,952.0,15.8,5.0,1.3125,0.375,0.125,0.125,0.6666666666666666,0.7931034482758621,0.5,0.6216216216216216,0.5797101449275363,0.75,2.183333333333333
2019-580,Australian Open,Hard,128,G,2019-01-14,159,106043,18.0,Unseeded,Diego Schwartzman,R,170.0,ARG,26.4,200484,0.0,Q,Rudolf Molleker,R,188.0,GER,18.2,6-1 6-3 4-6 6-0,5,R128,107.0,9.0,2.0,85.0,55.0,45.0,19.0,16.0,2.0,3.0,9.0,5.0,92.0,59.0,33.0,14.0,16.0,2.0,9.0,16.0,1925.0,206.0,246.0,-190.0,1679.0,8.2,-18.0,0.5294117647058824,0.11764705882352941,0.5294117647058824,0.29411764705882354,0.6470588235294118,0.8181818181818182,0.6666666666666666,0.6413043478260869,0.559322033898305,0.2222222222222222,1.7833333333333334
2019-580,Australian Open,Hard,128,G,2019-01-14,185,105932,19.0,Unseeded,Nikoloz Basilashvili,R,185.0,GEO,26.8,105882,0.0,Q,Stefano Travaglia,R,185.0,ITA,27.0,3-6 6-3 3-6 6-4 6-3,5,R64,174.0,9.0,12.0,137.0,85.0,61.0,22.0,23.0,4.0,10.0,13.0,7.0,131.0,75.0,49.0,28.0,23.0,6.0,13.0,20.0,1820.0,137.0,401.0,-117.0,1419.0,-0.1999999999999993,0.0,0.375,0.5,0.5416666666666666,0.2916666666666667,0.6204379562043796,0.7176470588235294,0.4,0.5725190839694656,0.6533333333333333,0.46153846153846156,2.9
2019-580,Australian Open,Hard,128,G,2019-01-14,143,105932,19.0,Unseeded,Nikoloz Basilashvili,R,185.0,GEO,26.8,111153,0.0,Q,Christopher Eubanks,R,201.0,USA,22.6,6-4 4-6 7-6(6) 6-3,5,R128,162.0,11.0,9.0,145.0,90.0,65.0,27.0,21.0,10.0,15.0,21.0,9.0,127.0,74.0,57.0,20.0,20.0,5.0,11.0,20.0,1820.0,170.0,312.0,-150.0,1508.0,4.199999999999999,-16.0,0.5,0.4090909090909091,1.0,0.42857142857142855,0.6206896551724138,0.7222222222222222,0.6666666666666666,0.5826771653543307,0.7702702702702703,0.45454545454545453,2.7
2019-580,Australian Open,Hard,128,G,2019-01-14,107,106421,15.0,Unseeded,Daniil Medvedev,R,198.0,RUS,22.9,144750,0.0,Q,Lloyd Harris,R,193.0,RSA,21.8,6-1 6-2 6-1,5,R128,107.0,7.0,4.0,72.0,43.0,34.0,18.0,11.0,4.0,4.0,6.0,4.0,74.0,46.0,27.0,7.0,11.0,10.0,17.0,19.0,1865.0,119.0,472.0,-100.0,1393.0,1.0999999999999979,5.0,0.5833333333333334,0.3333333333333333,0.5,0.3333333333333333,0.5972222222222222,0.7906976744186046,1.0,0.6216216216216216,0.5869565217391305,0.5882352941176471,1.7833333333333334
2019-580,Australian Open,Hard,128,G,2019-01-14,184,126774,14.0,Unseeded,Stefanos Tsitsipas,R,193.0,GRE,20.4,104678,0.0,Q,Viktor Troicki,R,193.0,SRB,32.9,6-3 2-6 6-2 7-5,5,R64,160.0,14.0,2.0,99.0,64.0,50.0,24.0,19.0,2.0,4.0,8.0,3.0,131.0,89.0,57.0,19.0,18.0,15.0,19.0,15.0,2095.0,200.0,252.0,-185.0,1843.0,-12.5,0.0,0.7,0.1,0.42105263157894735,0.15789473684210525,0.6464646464646465,0.78125,0.5,0.6793893129770993,0.6404494382022472,0.7894736842105263,2.6666666666666665
2019-580,Australian Open,Hard,128,G,2019-01-14,115,105453,8.0,Unseeded,Kei Nishikori,R,178.0,JPN,29.0,111794,0.0,Q,Kamil Majchrzak,R,180.0,POL,23.0,3-6 6-7(6) 6-0 6-2 3-0 RET,5,R128,168.0,6.0,3.0,109.0,73.0,53.0,20.0,19.0,6.0,8.0,11.0,9.0,123.0,65.0,42.0,22.0,19.0,6.0,14.0,9.0,3750.0,176.0,291.0,-167.0,3459.0,6.0,-2.0,0.3,0.15,0.55,0.45,0.6697247706422018,0.726027397260274,0.75,0.5284552845528455,0.6461538461538462,0.42857142857142855,2.8
2019-580,Australian Open,Hard,128,G,2019-01-14,164,104925,1.0,Unseeded,Novak Djokovic,R,188.0,SRB,31.6,104542,0.0,WC,Jo-Wilfried Tsonga,R,188.0,FRA,33.7,6-3 7-5 6-4,5,R64,124.0,12.0,1.0,87.0,61.0,45.0,18.0,16.0,3.0,5.0,10.0,1.0,92.0,50.0,36.0,19.0,15.0,4.0,9.0,1.0,9135.0,177.0,290.0,-176.0,8845.0,-2.1000000000000014,0.0,0.7058823529411765,0.058823529411764705,0.625,0.0625,0.7011494252873564,0.7377049180327869,0.6,0.5434782608695652,0.72,0.4444444444444444,2.066666666666667
2019-580,Australian Open,Hard,128,G,2019-01-14,149,126207,0.0,Unseeded,Frances Tiafoe,R,188.0,USA,20.9,105432,0.0,Q,Prajnesh Gunneswaran,L,188.0,IND,29.1,7-6(7) 6-3 6-3,5,R128,112.0,7.0,3.0,90.0,59.0,45.0,19.0,15.0,4.0,6.0,7.0,4.0,90.0,59.0,38.0,17.0,15.0,3.0,8.0,39.0,1080.0,109.0,515.0,-70.0,565.0,-8.200000000000003,0.0,0.4375,0.1875,0.4375,0.25,0.6555555555555556,0.7627118644067796,0.6666666666666666,0.6555555555555556,0.6440677966101694,0.375,1.8666666666666667
2019-580,Australian Open,Hard,128,G,2019-01-14,223,104745,2.0,Unseeded,Rafael Nadal,L,185.0,ESP,32.6,126207,0.0,Unseeded,Frances Tiafoe,R,188.0,USA,20.9,6-3 6-4 6-2,5,QF,107.0,11.0,0.0,77.0,57.0,48.0,12.0,14.0,2.0,2.0,13.0,0.0,72.0,54.0,38.0,6.0,13.0,4.0,8.0,2.0,7480.0,39.0,1080.0,-37.0,6400.0,11.700000000000003,-3.0,0.7333333333333333,0.0,0.9285714285714286,0.0,0.7402597402597403,0.8421052631578947,1.0,0.75,0.7037037037037037,0.5,1.7833333333333334
